Date,Open,High,Low,Close,Volume,Adj Close
2013-01-31,345.00,347.20,338.10,339.40,177000,334.957
2013-01-30,350.50,353.00,343.00,344.65,1074700,340.139
2013-01-29,356.30,363.50,347.60,348.90,285400,344.333
2013-01-28,358.00,362.80,355.50,357.60,220900,352.919
2013-01-25,361.00,370.40,357.10,359.60,278300,354.893
2013-01-24,368.80,369.70,359.10,361.00,340100,356.275
2013-01-23,350.60,369.00,350.25,367.25,1581200,362.443
2013-01-22,355.00,355.00,349.00,351.65,1273800,347.047
2013-01-21,347.00,356.50,345.00,355.00,3687100,350.353
2013-01-18,353.00,353.50,345.20,348.65,349400,344.086
2013-01-17,341.05,356.70,335.00,353.95,1423500,349.317
2013-01-16,346.00,348.50,340.50,342.45,383700,337.967
2013-01-15,329.00,349.95,325.05,345.25,879100,340.731
2013-01-14,325.00,331.50,323.25,329.40,186000,325.088
2013-01-11,329.50,330.70,324.00,324.70,168200,320.45
2013-01-10,332.55,334.00,326.50,329.90,183900,325.582
2013-01-09,332.40,336.30,331.35,333.20,234400,328.839
2013-01-08,326.70,332.90,325.00,330.30,130600,325.976
2013-01-07,328.30,331.15,325.30,326.70,164800,322.424
2013-01-04,327.80,329.70,325.65,327.10,116000,322.818
2013-01-03,322.25,329.00,319.20,327.75,192500,323.46
2013-01-02,321.60,326.20,320.05,321.35,123900,317.144
2013-01-01,317.80,322.50,317.50,320.60,311300,316.403
2012-12-31,318.55,320.90,315.70,316.80,84600,312.653
2012-12-28,317.70,323.30,313.75,318.35,387700,314.183
2012-12-27,317.80,321.55,315.50,318.65,233600,314.479
2012-12-26,308.85,318.50,308.80,317.45,276100,313.295
2012-12-25,308.85,308.85,308.85,308.85,000,304.807
2012-12-24,305.60,311.25,303.40,308.85,177000,304.807
2012-12-21,315.00,315.00,305.25,307.15,287000,303.129
2012-12-20,314.00,318.20,309.40,316.90,254100,312.752
2012-12-19,313.40,318.85,313.05,315.95,406400,311.814
2012-12-18,300.50,314.05,300.50,313.15,421600,309.051
2012-12-17,310.00,311.05,299.10,300.45,674300,296.517
2012-12-14,318.40,319.35,309.00,311.95,263500,307.867
2012-12-13,311.10,320.00,310.50,316.75,341000,312.604
2012-12-12,317.00,318.00,308.00,311.95,225500,307.867
2012-12-11,317.00,321.00,312.00,314.10,220000,309.989
2012-12-10,325.00,326.00,316.10,317.80,202300,313.64
2012-12-07,324.05,329.90,320.10,322.50,154700,318.279
2012-12-06,334.35,335.20,321.05,324.80,356200,320.548
2012-12-05,331.05,332.60,326.70,330.05,150100,325.73
2012-12-04,329.90,334.05,327.55,332.00,249400,327.654
2012-12-03,336.00,340.00,330.05,331.20,300900,326.865
2012-11-30,332.00,340.95,324.80,337.15,906300,332.737
2012-11-29,326.40,332.40,325.00,330.15,1269300,325.828
2012-11-28,326.55,326.55,326.55,326.55,000,322.276
2012-11-27,312.00,331.00,311.00,326.55,741200,322.276
2012-11-26,307.00,312.00,306.80,310.35,241200,306.288
2012-11-23,309.00,312.00,303.50,305.40,266900,301.402
2012-11-22,307.30,311.50,305.60,308.20,276100,304.166
2012-11-21,309.60,310.10,303.60,307.30,197600,303.278
2012-11-20,311.40,312.70,306.10,309.25,545700,305.202
2012-11-19,302.50,311.40,302.50,309.80,1018800,305.745
2012-11-16,293.40,303.95,292.90,301.10,789900,297.159
2012-11-15,285.00,296.05,285.00,291.00,584200,287.191
2012-11-14,279.80,279.80,279.80,279.80,000,276.137
2012-11-13,279.80,279.80,279.80,279.80,000,276.137
2012-11-12,273.90,282.80,272.50,279.80,4052400,276.137
2012-11-09,275.30,279.50,274.20,275.30,189400,271.696
2012-11-08,268.50,277.00,267.55,276.25,446400,272.634
2012-11-07,269.90,281.10,269.65,271.10,719200,267.551
2012-11-06,273.20,276.75,270.60,273.50,81300,269.92
2012-11-05,275.00,277.55,271.10,273.30,173400,269.723
2012-11-02,281.70,283.70,274.50,274.90,256900,271.302
2012-11-01,269.50,281.80,269.50,280.85,387900,277.174
2012-10-31,270.20,273.15,266.65,269.00,99600,265.479
2012-10-30,270.50,274.35,268.75,270.10,186700,266.564
2012-10-29,267.00,270.75,266.50,269.75,136700,266.219
2012-10-26,269.00,270.00,264.50,266.80,91500,263.308
2012-10-25,272.00,273.65,267.00,269.40,179300,265.874
2012-10-24,271.10,271.10,271.10,271.10,000,267.551
2012-10-23,271.85,274.45,270.00,271.10,208800,267.551
2012-10-22,265.80,272.25,265.00,271.75,229900,268.193
2012-10-19,263.00,267.15,261.25,266.65,226200,263.16
2012-10-18,268.80,270.00,263.20,265.75,421500,262.271
2012-10-17,269.50,272.00,266.20,270.15,437700,266.614
2012-10-16,263.70,269.75,261.25,267.65,369400,264.147
2012-10-15,260.40,264.00,256.65,263.30,332800,259.853
2012-10-12,267.50,269.00,258.65,260.30,227400,256.893
2012-10-11,263.80,268.70,262.10,267.20,223700,263.702
2012-10-10,265.00,266.65,261.10,261.80,186200,258.373
2012-10-09,272.30,272.90,264.25,265.20,331500,261.729
2012-10-08,268.50,276.40,266.30,270.15,902100,266.614
2012-10-05,270.90,271.50,257.00,265.85,273800,262.37
2012-10-04,268.90,273.00,267.50,269.55,230300,266.022
2012-10-03,269.00,269.40,264.55,265.65,210100,262.173
2012-10-02,265.25,265.25,265.25,265.25,000,261.778
2012-10-01,265.50,267.60,262.55,265.25,200900,261.778
2012-09-28,265.50,267.00,262.30,264.85,252400,261.383
2012-09-27,266.05,269.75,260.00,261.45,343300,258.028
2012-09-26,274.50,275.30,261.75,265.20,695800,261.729
2012-09-25,280.00,280.05,273.60,276.05,207100,272.437
2012-09-24,280.80,283.00,272.75,278.25,355600,274.608
2012-09-21,270.35,280.00,270.35,279.10,535100,275.447
2012-09-20,266.50,272.85,265.45,268.35,424700,264.837
2012-09-19,268.05,268.05,268.05,268.05,000,264.541
2012-09-18,265.90,271.00,265.55,268.05,594700,264.541
2012-09-17,260.70,267.90,257.10,264.70,527600,261.235
2012-09-14,258.25,259.60,253.70,255.10,534000,251.761
2012-09-13,261.10,261.10,261.10,261.10,000,257.682
2012-09-12,262.00,262.00,258.15,261.10,653400,257.682
2012-09-11,259.90,262.00,255.80,261.25,573100,257.83
2012-09-10,256.00,261.00,254.50,260.45,569000,257.041
2012-09-07,255.00,256.50,253.70,255.55,227900,252.205
2012-09-06,257.00,258.00,248.40,252.45,1148300,249.145
2012-09-05,248.00,258.80,247.50,257.85,1020500,254.475
2012-09-04,245.90,252.00,241.45,249.65,463500,246.382
2012-09-03,247.00,249.50,244.75,246.95,5782400,243.717
2012-08-31,241.00,248.75,241.00,245.70,648700,242.484
2012-08-30,240.50,244.00,238.50,242.75,826200,239.572
2012-08-29,249.00,249.90,240.20,242.30,717100,239.128
2012-08-28,249.00,250.05,245.40,248.95,510600,245.691
2012-08-27,250.00,253.90,247.85,249.10,763200,245.839
2012-08-24,248.00,250.45,244.30,248.00,595000,244.754
2012-08-23,247.00,251.40,243.50,248.70,1212700,245.445
2012-08-22,255.80,255.80,248.00,248.70,1595100,245.445
2012-08-21,261.50,264.00,255.75,258.65,1429800,255.264
2012-08-20,262.10,262.10,262.10,262.10,000,258.669
2012-08-17,260.40,264.60,259.05,262.10,578000,258.669
2012-08-16,262.50,262.65,259.65,259.90,431500,256.498
2012-08-15,260.50,260.50,260.50,260.50,000,256.103
2012-08-14,261.80,263.30,259.20,260.50,573800,256.103
2012-08-13,257.90,261.80,256.60,259.95,1031700,255.563
2012-08-10,258.50,263.60,252.95,255.75,1632100,251.433
2012-08-09,275.90,276.15,254.50,256.85,3020600,252.515
2012-08-08,293.90,293.90,272.60,274.40,5290700,269.769
2012-08-07,297.90,298.00,293.15,293.80,370600,288.841
2012-08-06,299.30,301.50,295.00,296.15,220200,291.152
2012-08-03,297.65,299.50,293.90,296.45,349000,291.446
2012-08-02,298.70,301.65,296.25,298.55,282400,293.511
2012-08-01,302.50,303.00,295.70,297.55,332800,292.528
2012-07-31,311.40,311.40,299.00,300.15,355200,295.084
2012-07-30,310.00,313.70,307.30,308.70,178100,303.49
2012-07-27,307.85,311.40,302.40,307.00,184000,301.818
2012-07-26,303.00,304.60,298.00,300.80,262700,295.723
2012-07-25,309.00,309.65,298.60,301.20,193100,296.116
2012-07-24,305.90,309.15,300.70,308.15,192500,302.949
2012-07-23,316.45,316.45,299.05,303.85,252600,298.722
2012-07-20,317.00,319.35,313.70,314.25,253800,308.946
2012-07-19,327.00,327.15,315.90,317.00,241400,311.65
2012-07-18,324.00,326.50,317.60,324.60,408000,319.121
2012-07-17,323.20,328.85,320.00,323.60,613800,318.138
2012-07-16,315.45,322.00,310.00,319.65,403000,314.255
2012-07-13,309.00,309.85,306.65,307.80,137000,302.605
2012-07-12,316.00,316.00,305.70,306.25,186900,301.081
2012-07-11,317.75,320.75,315.20,315.85,91900,310.519
2012-07-10,317.00,324.95,316.75,321.45,84800,316.024
2012-07-09,320.50,320.55,313.85,316.70,78800,311.355
2012-07-06,324.00,325.40,319.80,321.50,75700,316.074
2012-07-05,326.50,328.20,322.55,323.95,139700,318.482
2012-07-04,319.50,327.90,319.00,326.50,271500,320.989
2012-07-03,311.95,322.55,311.90,319.50,724600,314.107
2012-07-02,306.30,311.05,305.30,309.85,141400,304.62
2012-06-29,304.00,307.70,302.60,305.00,531000,299.852
2012-06-28,305.80,307.00,302.40,303.45,381900,298.328
2012-06-27,308.00,308.00,303.10,305.00,135300,299.852
2012-06-26,309.00,310.65,304.05,306.30,142200,301.13
2012-06-25,311.00,314.50,307.70,308.70,101900,303.49
2012-06-22,311.50,312.40,306.55,310.75,87700,305.505
2012-06-21,311.60,314.00,309.50,312.05,147600,306.783
2012-06-20,315.70,316.90,309.40,310.70,145700,305.456
2012-06-19,309.00,315.70,308.55,314.75,108200,309.438
2012-06-18,313.00,314.90,306.20,309.10,84800,303.883
2012-06-15,304.00,312.95,302.70,311.90,190800,306.636
2012-06-14,309.90,309.90,303.85,305.35,142900,300.196
2012-06-13,310.00,313.00,306.25,307.65,176100,302.457
2012-06-12,301.90,309.75,301.65,308.70,126300,303.49
2012-06-11,308.70,308.70,303.65,304.55,152300,299.41
2012-06-08,299.75,305.70,297.40,303.85,219800,298.722
2012-06-07,298.25,302.15,294.10,300.60,176100,295.526
2012-06-06,291.00,298.10,285.50,296.75,398500,291.741
2012-06-05,297.00,297.50,285.70,287.05,295200,282.205
2012-06-04,299.90,300.10,289.65,294.65,422500,289.677
2012-06-01,300.00,304.50,298.00,300.95,211000,295.871
2012-05-31,301.80,308.00,300.00,302.10,300400,297.001
2012-05-30,300.00,306.70,299.25,301.80,137100,296.706
2012-05-29,304.70,304.70,299.40,299.95,99200,294.887
2012-05-28,301.50,304.55,300.10,302.30,155600,297.198
2012-05-25,302.90,303.00,297.20,298.65,243200,293.609
2012-05-24,281.00,301.50,281.00,297.80,360900,292.774
2012-05-23,295.00,296.20,280.10,281.95,333500,277.191
2012-05-22,298.00,299.20,293.50,294.60,102600,289.628
2012-05-21,299.00,302.75,294.10,295.10,128400,290.119
2012-05-18,295.00,299.00,292.60,297.30,123100,292.282
2012-05-17,301.00,305.50,297.35,298.30,148900,293.265
2012-05-16,298.10,304.60,296.25,298.15,259500,293.118
2012-05-15,306.00,308.50,291.90,303.50,432300,298.377
2012-05-14,308.60,309.80,302.00,307.45,182000,302.261
2012-05-11,306.00,312.20,306.00,307.10,140300,301.917
2012-05-10,310.00,314.60,308.25,309.70,188300,304.473
2012-05-09,314.00,314.00,308.40,309.80,139700,304.571
2012-05-08,315.00,319.00,313.00,315.10,111900,309.782
2012-05-07,308.00,317.40,307.50,315.40,224800,310.077
2012-05-04,311.00,315.00,310.00,312.35,226200,307.078
2012-05-03,315.00,317.40,313.10,315.05,178900,309.732
2012-05-02,313.30,319.90,306.80,317.95,1120200,312.584
2012-05-01,309.10,309.10,309.10,309.10,000,303.883
2012-04-30,309.20,312.35,308.20,310.30,144900,305.063
2012-04-27,310.00,313.00,303.30,307.60,399400,302.408
2012-04-26,315.00,317.00,306.40,309.10,374000,303.883
2012-04-25,306.00,315.35,305.15,313.25,415400,307.963
2012-04-24,307.00,309.75,289.05,306.35,1460700,301.179
2012-04-23,324.00,326.50,310.95,312.65,377300,307.373
2012-04-20,323.00,328.00,320.60,324.15,195100,318.679
2012-04-19,321.85,325.45,321.85,323.20,94600,317.745
2012-04-18,325.00,326.30,321.00,321.75,129800,316.319
2012-04-17,317.00,324.10,315.45,322.85,369400,317.401
2012-04-16,323.45,323.85,314.55,316.85,514300,311.502
2012-04-13,325.00,329.10,320.25,322.45,531200,317.008
2012-04-12,322.10,327.80,322.10,323.75,175100,318.286
2012-04-11,329.50,330.00,322.10,322.85,194100,317.401
2012-04-10,333.10,333.50,328.40,330.35,206600,324.774
2012-04-09,330.00,333.10,327.55,330.40,191400,324.823
2012-04-06,330.00,330.00,330.00,330.00,000,324.43
2012-04-05,330.00,330.00,330.00,330.00,000,324.43
2012-04-04,337.00,337.00,329.00,330.00,327200,324.43
2012-04-03,340.15,344.00,335.40,336.70,149600,331.017
2012-04-02,337.25,342.45,337.25,339.95,85600,334.212
2012-03-30,332.00,337.80,332.00,336.75,324700,331.066
2012-03-29,336.05,336.50,328.15,333.20,237800,327.576
2012-03-28,338.00,341.00,335.00,337.05,235400,331.361
2012-03-27,332.90,339.00,330.30,337.75,315500,332.049
2012-03-26,336.50,336.50,326.40,327.90,178300,322.366
2012-03-23,324.90,340.10,321.30,335.70,556800,330.034
2012-03-22,335.90,335.90,323.00,323.75,281100,318.286
2012-03-21,323.05,333.50,322.50,332.50,305400,326.888
2012-03-20,325.00,326.60,321.05,322.80,205800,317.352
2012-03-19,330.00,331.00,322.65,325.10,179200,319.613
2012-03-16,332.15,335.05,326.05,327.00,288100,321.481
2012-03-15,338.00,338.10,330.75,331.95,644900,326.347
2012-03-14,340.50,345.50,337.20,338.05,351700,332.344
2012-03-13,340.00,342.20,336.30,338.90,264300,333.18
2012-03-12,343.10,343.80,336.80,338.75,118900,333.032
2012-03-09,334.25,340.00,330.20,338.90,624600,333.18
2012-03-08,346.00,346.00,346.00,346.00,000,340.16
2012-03-07,335.10,337.05,327.95,329.55,488100,323.988
2012-03-06,346.75,350.95,335.00,335.95,377500,330.28
2012-03-05,346.55,354.60,344.10,348.70,323600,342.815
2012-03-02,348.05,351.50,344.30,350.20,302500,344.289
2012-03-01,349.40,350.00,344.10,346.00,176700,340.16
2012-02-29,344.00,351.65,344.00,349.25,383700,343.355
2012-02-28,345.00,349.50,340.00,343.40,282500,337.604
2012-02-27,346.50,347.00,338.00,340.80,358700,335.048
2012-02-24,347.00,347.00,338.05,342.30,462700,336.523
2012-02-23,341.00,343.55,334.00,338.35,562700,332.639
2012-02-22,362.00,362.90,341.30,347.35,870200,341.487
2012-02-21,351.00,361.00,346.60,359.30,787400,353.236
2012-02-20,349.55,349.55,349.55,349.55,000,343.65
2012-02-17,354.50,356.00,348.00,349.55,695000,343.65
2012-02-16,353.00,356.65,346.15,350.25,830400,344.338
2012-02-15,347.00,353.10,343.70,349.70,869700,343.798
2012-02-14,348.40,348.40,341.20,342.45,481300,336.67
2012-02-13,351.50,352.80,343.60,347.50,703700,341.635
2012-02-10,351.90,357.35,348.00,349.90,1104100,343.994
2012-02-09,354.00,354.00,344.25,350.00,1987900,344.093
2012-02-08,368.00,368.80,352.00,354.00,1903000,348.025
2012-02-07,389.00,390.00,375.00,378.95,324500,372.554
2012-02-06,394.00,396.00,385.50,388.50,623800,381.943
2012-02-03,393.00,400.90,386.75,388.60,1231700,382.041
2012-02-02,366.00,395.50,358.30,385.95,3140300,379.436
2012-02-01,360.10,365.00,356.85,361.10,266000,355.005
2012-01-31,359.05,369.50,354.60,364.90,626200,358.741
2012-01-30,373.90,374.05,355.90,357.85,139400,351.81
2012-01-27,360.55,375.95,359.80,374.85,395900,368.523
2012-01-26,359.40,359.40,359.40,359.40,000,353.334
2012-01-25,358.80,363.40,354.45,359.40,160000,353.334
2012-01-24,354.10,360.95,353.20,355.75,273400,349.746
2012-01-23,343.00,354.45,341.65,352.30,235500,346.354
2012-01-20,342.50,347.35,337.60,341.95,179800,336.178
2012-01-19,340.00,344.30,336.00,342.05,331200,336.277
2012-01-18,347.00,351.60,343.50,344.90,115600,339.079
2012-01-17,344.00,347.40,340.90,344.60,213100,338.784
2012-01-16,335.10,342.75,335.10,339.85,254800,334.114
2012-01-13,329.40,338.45,328.50,334.55,486700,328.903
2012-01-12,328.00,329.95,324.45,326.05,181600,320.547
2012-01-11,333.50,333.50,323.55,325.55,297400,320.055
2012-01-10,323.80,333.00,321.50,330.65,343100,325.069
2012-01-09,330.00,330.00,320.55,321.20,326100,315.779
2012-01-06,342.90,342.90,328.00,330.20,324600,324.627
2012-01-05,348.30,349.00,342.05,344.35,145500,338.538
2012-01-04,356.20,356.30,346.25,347.40,124600,341.536
2012-01-03,348.65,359.90,345.00,357.95,209600,351.908
2012-01-02,346.00,348.60,341.90,344.90,118400,339.079
2011-12-30,341.10,346.20,337.35,342.90,192200,337.112
2011-12-29,341.30,350.25,336.35,341.10,242300,335.343
2011-12-28,344.80,345.80,340.05,343.50,166100,337.702
2011-12-27,347.00,347.35,340.20,343.05,207600,337.26
2011-12-26,333.95,346.00,333.10,344.70,422800,338.882
2011-12-23,335.05,337.75,328.05,330.45,276400,324.873
2011-12-22,339.00,342.00,323.60,335.45,488300,329.788
2011-12-21,332.00,344.50,327.35,341.50,367600,335.736
2011-12-20,340.00,340.00,319.50,322.85,442200,317.401
2011-12-19,334.00,343.45,321.45,336.40,568600,330.722
2011-12-16,337.25,352.50,329.35,336.30,511500,330.624
2011-12-15,339.00,342.25,332.00,337.00,455400,331.312
2011-12-14,346.90,353.50,342.00,348.85,533000,342.962
2011-12-13,340.50,350.75,337.10,346.40,388200,340.553
2011-12-12,359.00,362.90,340.80,342.20,651200,336.424
2011-12-09,365.00,365.90,351.65,358.70,528600,352.646
2011-12-08,376.00,376.35,364.25,367.10,399500,360.904
2011-12-07,390.00,390.00,375.90,377.30,379400,370.932
2011-12-06,390.30,390.30,390.30,390.30,000,383.712
2011-12-05,391.40,398.00,385.75,390.30,442200,383.712
2011-12-02,380.50,393.00,372.60,390.15,448600,383.565
2011-12-01,389.95,395.50,375.00,378.95,1453800,372.554
2011-11-30,375.25,389.50,367.25,385.30,930400,378.797
2011-11-29,390.05,392.40,367.95,373.45,412500,367.147
2011-11-28,377.65,390.50,377.65,388.20,265400,381.648
2011-11-25,375.50,382.35,370.50,374.90,343700,368.572
2011-11-24,365.15,383.90,363.00,378.15,504700,371.767
2011-11-23,374.50,374.50,354.95,364.85,948200,358.692
2011-11-22,385.00,388.65,373.05,378.85,311400,372.456
2011-11-21,384.00,395.45,380.00,388.50,905200,381.943
2011-11-18,392.00,401.80,391.05,397.65,765100,390.938
2011-11-17,401.00,408.60,393.50,395.70,228600,389.021
2011-11-16,405.00,412.25,395.25,401.10,755900,394.33
2011-11-15,404.95,408.65,400.35,401.45,322900,394.674
2011-11-14,398.00,406.40,398.00,405.30,648800,398.459
2011-11-11,390.95,398.80,389.05,395.50,198300,388.825
2011-11-09,396.95,402.50,393.50,395.20,366100,388.53
2011-11-08,396.95,402.00,394.85,397.25,338900,390.545
2011-11-04,389.00,400.60,386.15,397.95,1166700,391.233
2011-11-03,384.00,393.75,382.60,392.55,269200,385.924
2011-11-02,390.15,395.00,383.10,384.30,260000,377.814
2011-11-01,389.90,395.60,388.05,394.70,117200,388.038
2011-10-31,393.05,395.70,388.45,391.40,196000,384.794
2011-10-28,397.25,408.75,389.00,391.85,472500,385.236
2011-10-26,388.45,395.00,388.45,392.85,56300,386.219
2011-10-25,384.00,392.70,382.35,388.30,264600,381.746
2011-10-24,383.30,384.95,377.25,383.05,155100,376.585
2011-10-21,390.50,392.00,376.50,377.90,212800,371.522
2011-10-20,380.60,391.40,380.10,389.90,198300,383.319
2011-10-19,374.05,386.00,371.75,384.95,308900,378.453
2011-10-18,376.80,378.95,371.45,374.05,184500,367.737
2011-10-17,381.75,386.60,377.15,379.05,146200,372.652
2011-10-14,368.95,384.90,368.20,383.75,272400,377.273
2011-10-13,376.95,376.95,366.15,369.85,241900,363.608
2011-10-12,376.90,377.80,370.20,374.05,249200,367.737
2011-10-11,366.50,380.20,366.50,374.80,398700,368.474
2011-10-10,352.30,367.45,343.75,363.25,603200,357.119
2011-10-07,373.05,376.50,348.65,354.80,706800,348.812
2011-10-05,374.90,374.90,365.55,367.05,153000,360.855
2011-10-04,379.00,383.45,365.90,370.00,167700,363.755
2011-10-03,374.80,382.00,371.10,380.55,227400,374.127
2011-09-30,377.00,388.20,372.20,378.10,275900,371.718
2011-09-29,377.00,380.30,374.65,376.45,82100,370.096
2011-09-28,389.00,389.40,377.05,378.75,125800,372.357
2011-09-27,386.15,389.00,382.20,387.10,115900,380.566
2011-09-26,375.05,385.00,368.70,380.40,355500,373.98
2011-09-23,369.65,381.90,361.00,374.85,444500,368.523
2011-09-22,390.10,390.10,368.35,372.00,292000,365.721
2011-09-21,394.75,395.40,390.00,392.50,129000,385.875
2011-09-20,385.60,392.75,385.60,391.55,171700,384.941
2011-09-19,383.10,389.90,379.90,386.95,164300,380.419
2011-09-16,391.55,391.55,382.20,385.85,185400,379.338
2011-09-15,380.25,390.00,372.90,387.10,464900,380.566
2011-09-14,382.00,384.00,372.45,378.60,311000,372.21
2011-09-13,390.00,392.00,380.00,381.25,265800,374.815
2011-09-12,397.90,397.90,383.15,386.00,213100,379.485
2011-09-09,404.45,407.00,395.30,400.35,308300,393.593
2011-09-08,404.60,404.60,396.50,399.20,169500,392.462
2011-09-07,399.20,405.80,398.10,401.90,156400,395.117
2011-09-06,404.00,405.85,391.60,398.55,238700,391.823
2011-09-05,404.25,409.50,400.25,405.90,101600,399.049
2011-09-02,414.00,417.00,406.60,408.65,186800,401.753
2011-08-30,407.90,416.40,402.00,403.00,305300,396.198
2011-08-29,405.00,410.45,402.60,404.85,217500,398.017
2011-08-26,398.10,408.10,395.60,398.75,300600,392.02
2011-08-25,400.00,406.70,392.75,401.80,255300,395.018
2011-08-24,400.00,403.85,395.10,397.10,131400,390.398
2011-08-23,395.35,404.70,392.25,401.60,388200,394.822
2011-08-22,383.50,396.00,381.55,393.75,177700,387.104
2011-08-19,389.40,394.70,377.55,383.50,299100,377.027
2011-08-18,396.50,402.40,390.10,391.75,271400,385.138
2011-08-17,394.00,400.80,383.50,396.75,315300,390.054
2011-08-16,392.05,402.35,387.70,396.05,412900,388.382
2011-08-12,400.50,401.00,385.20,389.30,310200,381.763
2011-08-11,404.95,406.70,395.10,397.10,241600,389.412
2011-08-10,412.40,416.00,399.35,406.95,657100,399.071
2011-08-09,395.80,411.50,392.30,407.10,425500,399.218
2011-08-08,399.00,414.40,392.55,408.60,476200,400.689
2011-08-05,410.00,421.00,408.00,415.15,350000,407.112
2011-08-04,426.00,428.70,419.60,423.40,352500,415.203
2011-08-03,428.40,431.45,413.10,426.75,1310000,418.488
2011-08-02,437.65,439.80,428.00,432.05,125400,423.685
2011-08-01,443.00,444.70,437.10,440.25,459300,431.727
2011-07-29,429.90,439.20,426.80,437.00,872700,428.539
2011-07-28,424.50,433.35,423.00,430.85,452600,422.509
2011-07-27,425.00,432.30,422.55,429.75,645700,421.43
2011-07-26,430.00,432.50,421.70,424.15,637600,415.938
2011-07-25,410.50,438.50,410.20,433.00,3336400,424.617
2011-07-22,398.00,412.80,396.00,410.95,5072400,402.994
2011-07-21,395.00,397.00,391.55,395.20,275200,387.549
2011-07-20,400.00,401.00,394.40,395.25,141700,387.598
2011-07-19,392.80,399.90,391.55,397.80,140000,390.098
2011-07-18,390.25,395.90,390.25,392.35,499200,384.754
2011-07-15,400.00,400.00,317.00,392.60,135100,384.999
2011-07-14,395.00,399.40,393.45,396.20,410300,388.529
2011-07-13,390.00,397.10,386.60,394.05,496900,386.421
2011-07-12,387.05,394.75,385.20,387.40,147800,379.90
2011-07-11,399.00,399.50,390.05,391.30,147400,383.724
2011-07-08,399.00,409.45,396.00,398.10,738700,390.393
2011-07-07,387.05,399.00,385.00,398.05,1095800,390.344
2011-07-06,382.90,388.90,382.00,383.20,260200,375.781
2011-07-05,385.90,386.00,378.25,381.95,1118600,374.555
2011-07-04,388.65,388.65,382.95,384.15,199800,376.713
2011-07-01,396.00,396.00,382.20,383.45,297300,376.026
2011-06-30,401.00,404.00,389.70,395.25,666200,387.598
2011-06-29,401.80,403.90,400.00,401.35,1145900,393.58
2011-06-28,397.25,404.90,397.00,400.10,797900,392.354
2011-06-27,389.00,399.00,388.50,395.85,1125200,388.186
2011-06-24,384.80,393.35,384.00,391.35,795400,383.773
2011-06-23,380.05,386.80,379.00,382.00,437000,374.604
2011-06-22,391.65,394.60,377.65,381.75,494300,374.359
2011-06-21,390.00,397.50,387.55,390.80,490900,383.234
2011-06-20,378.70,390.75,374.90,389.30,664500,381.763
2011-06-17,369.00,381.35,369.00,380.35,417400,372.986
2011-06-16,373.85,379.40,368.25,370.80,84100,363.621
2011-06-15,378.90,379.40,374.65,378.30,122400,370.976
2011-06-14,377.40,380.55,376.45,378.30,186100,370.976
2011-06-13,378.00,379.75,374.05,377.40,184100,370.093
2011-06-10,376.55,377.45,372.10,373.90,78800,366.661
2011-06-09,378.00,379.40,375.40,376.50,200400,369.211
2011-06-08,377.40,378.75,371.20,377.00,213700,369.701
2011-06-07,379.00,381.95,376.45,377.75,127800,370.437
2011-06-06,378.00,382.50,375.55,379.95,198500,372.594
2011-06-03,381.00,384.65,377.45,378.45,78400,371.123
2011-06-02,379.00,385.70,378.00,380.95,369500,373.575
2011-06-01,376.00,384.50,375.00,381.45,630400,374.065
2011-05-31,372.60,375.25,369.25,374.15,149000,366.906
2011-05-30,372.30,373.90,367.20,372.25,119300,365.043
2011-05-27,369.40,374.10,369.40,372.25,258100,365.043
2011-05-26,369.15,373.50,365.00,368.10,168500,360.973
2011-05-25,365.05,372.45,363.45,369.00,175100,361.856
2011-05-24,370.50,373.50,367.55,369.50,257900,362.346
2011-05-23,371.40,375.55,366.00,368.35,170000,361.219
2011-05-20,366.80,378.45,365.65,373.70,280300,366.465
2011-05-19,372.30,374.95,364.15,365.75,109400,358.669
2011-05-18,370.00,374.90,368.75,372.00,195200,364.798
2011-05-17,370.05,373.30,368.15,370.85,114300,363.67
2011-05-16,368.80,374.80,364.55,370.25,171700,363.082
2011-05-13,365.00,374.00,363.05,367.20,208200,360.091
2011-05-12,364.90,366.55,363.00,365.80,251100,358.718
2011-05-11,366.10,368.00,363.65,366.35,184000,359.257
2011-05-10,365.80,367.00,362.70,365.85,166500,358.767
2011-05-09,352.10,366.50,352.00,364.55,339600,357.492
2011-05-06,356.25,400.10,345.25,350.75,16163400,343.959
2011-05-05,359.00,369.50,352.40,357.60,1036800,350.677
2011-05-04,374.00,375.90,365.65,369.60,187400,362.444
2011-05-03,382.05,384.50,372.50,375.15,251300,367.887
2011-05-02,379.00,385.00,378.00,383.95,153600,376.517
2011-04-29,385.50,387.65,376.55,378.80,326400,371.466
2011-04-28,385.00,390.00,382.25,386.75,280000,379.262
2011-04-27,383.00,388.45,381.45,384.60,379500,377.154
2011-04-26,375.50,382.55,374.00,381.65,462100,374.261
2011-04-25,375.70,378.90,372.65,375.45,148900,368.181
2011-04-21,380.10,384.20,371.60,376.60,239000,369.309
2011-04-20,378.00,386.00,376.00,380.45,490300,373.084
2011-04-19,367.00,377.20,365.55,375.80,427600,368.524
2011-04-18,371.15,376.80,365.20,367.80,185800,360.679
2011-04-15,368.50,375.95,368.10,372.15,417900,364.945
2011-04-13,357.95,372.45,353.10,367.20,522300,360.091
2011-04-11,361.45,366.15,359.15,361.80,191300,354.795
2011-04-08,358.30,365.40,357.35,362.05,491200,355.041
