Date,Open,High,Low,Close,Volume,Diff,Gain,Loss,Avg. Gain,Avg. Loss,RS,1+RS,RSI_day_14,SMA_50,SMA_25
1-Sep-15,602.36,612.86,594.1,597.79,3702105,-4.57,0,-4.57,3.24,-6.7471428571,0.4802032606,1.4802032606,32.441710771,601.6224,635.6692
31-Aug-15,627.54,635.8,617.68,618.25,2176737,-9.29,0,-9.29,3.24,-6.685,0.4846671653,1.4846671653,32.644836272,599.9912,636.0296
28-Aug-15,632.82,636.88,624.56,630.38,1978733,-2.44,0,-2.44,3.24,-6.9214285714,0.4681114551,1.4681114551,31.8852804724,598.1182,635.7568
27-Aug-15,639.4,643.59,622,637.61,3491336,-1.79,0,-1.79,3.24,-7.1457142857,0.4534186325,1.4534186325,31.196698762,595.9512,636.0236
26-Aug-15,610.35,631.71,599.05,628.62,4235891,18.27,18.27,0,1.935,-7.3114285714,0.2646541618,1.2646541618,20.9269988413,593.9418,637.3628
25-Aug-15,614.91,617.45,581.11,582.06,3537966,-32.85,0,-32.85,2.61,-4.965,0.5256797583,1.5256797583,34.4554455446,592.8446,640.5724
24-Aug-15,573,614,565.05,589.61,5770302,16.61,16.61,0,1.4828571429,-4.965,0.298662063,1.298662063,22.9976736462,591.699,643.5088
21-Aug-15,639.78,640.05,612.33,612.48,4265183,-27.3,0,-27.3,1.9021428571,-3.015,0.6308931533,1.6308931533,38.683904706,590.1416,645.9268
20-Aug-15,655.46,662.99,642.9,646.83,2855299,-8.63,0,-8.63,1.9021428571,-2.8107142857,0.676747141,1.676747141,40.3607153678,587.9388,643.2476
19-Aug-15,656.6,667,654.19,660.9,2134098,4.3,4.3,0,1.78,-2.8107142857,0.6332909784,1.6332909784,38.7739225144,585.2546,639.2204
18-Aug-15,661.9,664,653.46,656.13,1456059,-5.77,0,-5.77,2.0035714286,-2.3985714286,0.8353186421,1.8353186421,45.5135485968,582.6686,635.4192
17-Aug-15,656.8,661.38,651.24,660.87,1051699,4.07,4.07,0,1.7128571429,-2.7435714286,0.6243165842,1.6243165842,38.4356467389,580.1178,630.8464
14-Aug-15,655.01,659.86,652.66,657.12,1072061,2.11,2.11,0,2.0092857143,-2.7435714286,0.7323613642,1.7323613642,42.2753231141,577.7094,625.7668
13-Aug-15,659.32,664.5,651.66,656.45,1810749,-2.87,0,-2.87,2.0092857143,-4.2128571429,0.476941336,1.476941336,32.2925037311,575.3866,620.336
12-Aug-15,663.08,665,652.29,659.56,2940803,-3.52,0,-3.52,2.0092857143,-5.175,0.3882677709,1.3882677709,27.9677868365,572.979,614.6268
11-Aug-15,669.2,674.9,654.27,660.78,5029203,-8.42,0,-8.42,2.0957142857,-4.5735714286,0.4582227081,1.4582227081,31.4233693904,570.4432,609.1964
10-Aug-15,639.48,643.44,631.25,633.73,1809205,-5.75,0,-5.75,2.6021428571,-4.1628571429,0.6250857927,1.6250857927,38.4647872449,568.4108,604.7616
7-Aug-15,640.23,642.68,629.71,635.3,1403865,-4.93,0,-4.93,2.8721428571,-3.8107142857,0.7537019681,1.7537019681,42.9777682767,566.5004,600.2856
6-Aug-15,645,645.38,632.25,642.68,1572600,-2.32,0,-2.32,4.5814285714,-3.645,1.2569077013,2.2569077013,55.6915863505,564.4426,595.452
5-Aug-15,634.33,647.86,633.16,643.78,2334266,9.45,9.45,0,4.9585714286,-3.645,1.3603762493,2.3603762493,57.6338729765,562.2134,590.5212
4-Aug-15,628.42,634.81,627.16,629.25,1490881,0.83,0.83,0,4.9057142857,-3.645,1.3458749755,2.3458749755,57.3719822905,560.4306,586.212
3-Aug-15,625.34,633.06,625.34,631.21,1304511,5.87,5.87,0,5.5107142857,-3.645,1.5118557711,2.5118557711,60.1887970042,558.6566,582.2312
31-Jul-15,631.38,632.91,625.5,625.61,1706149,-5.77,0,-5.77,6.4871428571,-3.2328571429,2.0066283694,3.0066283694,66.7401528511,556.9298,578.616
30-Jul-15,630,635.22,622.05,632.59,1474203,2.59,2.59,0,6.5764285714,-3.2328571429,2.0342465753,3.0342465753,67.0428893904,555.0252,574.826
29-Jul-15,628.8,633.36,622.65,631.93,1575069,3.13,3.13,0,6.3528571429,-3.4071428571,1.8645702306,2.8645702306,65.0907494147,553.0326,571.168
28-Jul-15,632.83,632.83,623.31,628,1727327,-4.83,0,-4.83,6.3528571429,-3.3635714286,1.8887237205,2.8887237205,65.3826361833,551.1496,567.5756
27-Jul-15,621,634.3,620.5,627.26,2675381,6.26,6.26,0,6.0407142857,-3.3635714286,1.7959227012,2.7959227012,64.2336320826,549.3724,563.9528
24-Jul-15,647,648.17,622.52,623.56,3625747,-23.44,0,-23.44,6.2807142857,-1.6892857143,3.7179704017,4.7179704017,78.804445241,547.4936,560.4796
23-Jul-15,661.27,663.63,641,644.28,3029109,-16.99,0,-16.99,6.4464285714,-0.4757142857,13.551051051,14.551051051,93.1276442059,545.1888,555.8788
22-Jul-15,660.89,678.64,659,662.1,3929309,1.21,1.21,0,6.36,-0.6821428571,9.3235602094,10.3235602094,90.3134192109,542.6608,550.5208
21-Jul-15,655.21,673,654.3,662.3,3377196,7.09,7.09,0,5.8535714286,-1.0757142857,5.4415670651,6.4415670651,84.4758272344,540.1792,545.1168
20-Jul-15,659.24,668.88,653.01,663.02,5860872,3.78,3.78,0,5.5835714286,-1.325,4.2140161725,5.2140161725,80.8209263855,537.5328,539.8892
17-Jul-15,649,674.47,645,672.93,11164943,23.93,23.93,0,3.8742857143,-1.7228571429,2.2487562189,3.2487562189,69.2189892803,534.5586,534.3564
16-Jul-15,565.12,580.68,565,579.85,4768318,14.73,14.73,0,2.8221428571,-1.9828571429,1.4232708934,2.4232708934,58.733462167,533.5776,532.63
15-Jul-15,560.13,566.5,556.79,560.22,1784554,0.09,0.09,0,2.8157142857,-2.1371428571,1.317513369,2.317513369,56.8503028554,533.1888,531.2888
14-Jul-15,546.76,565.85,546.71,561.1,3244066,14.34,14.34,0,1.8514285714,-2.1371428571,0.8663101604,1.8663101604,46.4183381085,532.7248,529.918
13-Jul-15,532.88,547.11,532.4,546.55,2206475,13.67,13.67,0,0.875,-2.2371428571,0.3911238825,1.3911238825,28.1156759238,532.5406,529.3892
10-Jul-15,526.29,532.56,525.55,530.13,1956682,3.84,3.84,0,0.6007142857,-2.2742857143,0.2641331658,1.2641331658,20.8944099375,,529.652
9-Jul-15,523.12,523.77,520.35,520.68,1842347,-2.44,0,-2.44,1.01,-2.1,0.480952381,1.480952381,32.4758842444,,530.4372
8-Jul-15,521.05,522.73,516.11,516.83,1296699,-4.22,0,-4.22,1.01,-1.8064285714,0.5591142744,1.5591142744,35.8610195283,,531.3312
7-Jul-15,523.13,526.18,515.18,525.02,1597229,1.89,1.89,0,0.875,-1.8242857143,0.4796397807,1.4796397807,32.4159830643,,531.69
6-Jul-15,519.5,525.25,519,522.86,1280525,3.36,3.36,0,0.635,-1.8814285714,0.3375094913,1.3375094913,25.2341754187,,532.06
2-Jul-15,521.08,524.65,521.08,523.4,1235903,2.32,2.32,0,0.5214285714,-1.8814285714,0.2771450266,1.2771450266,21.7003567173,,532.7152
1-Jul-15,524.73,525.69,518.23,521.84,1961354,-2.89,0,-2.89,0.5214285714,-1.9471428571,0.2677916361,1.2677916361,21.1226851843,,533.4332
30-Jun-15,526.02,526.25,520.5,520.51,2235595,-5.51,0,-5.51,1.045,-1.5535714286,0.6726436782,1.6726436782,40.2144035184,,533.9056
29-Jun-15,525.01,528.61,520.54,521.52,1937821,-3.49,0,-3.49,1.045,-1.3664285714,0.7647673811,1.7647673811,43.3353080569,,534.6492
26-Jun-15,537.26,537.76,531.35,531.69,2109130,-5.57,0,-5.57,1.045,-1.4314285714,0.7300399202,1.7300399202,42.1978655898,,535.082
25-Jun-15,538.87,540.9,535.23,535.23,1335697,-3.64,0,-3.64,1.045,-1.3871428571,0.7533470649,1.7533470649,42.966226138,,535.2436
24-Jun-15,540,540,535.66,537.84,1286608,-2.16,0,-2.16,1.045,-1.3085714286,0.798580786,1.798580786,44.4006069803,,535.2244
23-Jun-15,539.64,541.5,535.25,540.48,1197450,0.84,0.84,0,1.0135714286,-1.3085714286,0.7745633188,1.7745633188,43.6481082751,,534.8972
22-Jun-15,539.59,543.74,537.53,538.19,1250282,-1.4,0,-1.4,1.46,-1.2085714286,1.2080378251,2.2080378251,54.7109207709,,534.7236
19-Jun-15,537.21,538.25,533.01,536.69,1893497,-0.52,0,-0.52,1.46,-1.3714285714,1.0645833333,2.0645833333,51.5640766902,,534.792
18-Jun-15,531,538.15,530.79,536.73,1833109,5.73,5.73,0,1.0507142857,-1.7471428571,0.6013900245,1.6013900245,37.5542507017,,534.5076
17-Jun-15,529.37,530.98,525.1,529.26,1294216,-0.11,0,-0.11,1.1771428571,-1.7392857143,0.6767967146,1.6767967146,40.3624785688,,534.4988
16-Jun-15,528.4,529.64,525.56,528.15,1071814,-0.25,0,-0.25,1.6764285714,-1.7214285714,0.9738589211,1.9738589211,49.3378179521,,534.8008
15-Jun-15,528,528.3,524,527.2,1632702,-0.8,0,-0.8,1.6764285714,-2.0785714286,0.8065292096,1.8065292096,44.6452349244,,535.2416
12-Jun-15,531.6,533.12,530.16,532.33,955789,0.73,0.73,0,1.6242857143,-2.0814285714,0.7803706246,1.7803706246,43.8319198152,,535.1764
11-Jun-15,538.42,538.98,533.02,534.61,1217536,-3.81,0,-3.81,1.95,-1.8092857143,1.0777733912,2.0777733912,51.8715561467,,534.7608
10-Jun-15,529.36,538.36,529.35,536.69,1814958,7.33,7.33,0,1.4821428571,-1.8092857143,0.8191867351,1.8191867351,45.0303819437,,534.5252
9-Jun-15,527.56,529.2,523.01,526.69,1455266,-0.87,0,-0.87,1.7235714286,-1.7471428571,0.9865085855,1.9865085855,49.660423956,,535.0888
8-Jun-15,533.31,534.12,526.24,526.83,1524139,-6.48,0,-6.48,1.7442857143,-1.2842857143,1.3581757508,2.3581757508,57.5943396228,,535.5316
5-Jun-15,536.35,537.2,532.52,533.33,1388220,-3.02,0,-3.02,1.7442857143,-1.4492857143,1.2035485461,2.2035485461,54.6186535453,,
4-Jun-15,537.76,540.59,534.32,536.7,1348337,-1.06,0,-1.06,2.075,-1.3735714286,1.5106604264,2.5106604264,60.1698425849,,
3-Jun-15,539.91,543.5,537.11,540.31,1717036,0.4,0.4,0,2.0464285714,-1.4407142857,1.4204263758,2.4204263758,58.6849651779,,
2-Jun-15,532.93,543,531.33,539.18,1938989,6.25,6.25,0,1.6,-1.6235714286,0.9854817422,1.9854817422,49.6343895413,,
1-Jun-15,536.79,536.79,529.76,533.99,1904332,-2.8,0,-2.8,1.6,-1.6142857143,0.9911504425,1.9911504425,49.7777777778,,
29-May-15,537.37,538.63,531.45,532.11,2597407,-5.26,0,-5.26,1.7121428571,-1.2385714286,1.3823529411,2.3823529411,58.0246913574,,
28-May-15,538.01,540.61,536.25,539.78,1029849,1.77,1.77,0,2.065,-1.2385714286,1.6672433679,2.6672433679,62.5081081081,,
27-May-15,532.8,540.55,531.71,539.79,1525019,6.99,6.99,0,1.5657142857,-1.74,0.8998357964,1.8998357964,47.3638720827,,
26-May-15,538.12,539,529.88,532.32,2406512,-5.8,0,-5.8,1.5657142857,-1.855,0.8440508279,1.8440508279,45.7715598244,,
22-May-15,540.15,544.19,539.51,540.11,1176214,-0.04,0,-0.04,1.7264285714,-1.8521428571,0.9321249518,1.9321249518,48.2435129736,,
21-May-15,537.95,543.84,535.98,542.51,1462695,4.56,4.56,0,1.4007142857,-1.89,0.7411186697,1.7411186697,42.5656609505,,
20-May-15,538.49,542.92,532.97,539.27,1430826,0.78,0.78,0,1.345,-2.6421428571,0.5090565018,1.5090565018,33.7334288785,,
19-May-15,533.98,540.66,533.04,537.36,1966947,3.38,3.38,0,,,,,,,
18-May-15,532.01,534.82,528.85,532.3,2003421,0.29,0.29,0,,,,,,,
15-May-15,539.18,539.27,530.38,533.85,1971343,-5.33,0,-5.33,,,,,,,
14-May-15,533.77,539,532.41,538.4,1403935,4.63,4.63,0,,,,,,,
13-May-15,530.56,534.32,528.66,529.62,1253063,-0.94,0,-0.94,,,,,,,
12-May-15,531.6,533.21,525.26,529.04,1634174,-2.56,0,-2.56,,,,,,,
11-May-15,538.37,541.98,535.4,535.7,905285,-2.67,0,-2.67,,,,,,,
8-May-15,536.65,541.15,536,538.22,1527615,1.57,1.57,0,,,,,,,
7-May-15,523.99,533.46,521.75,530.7,1546278,6.71,6.71,0,,,,,,,
6-May-15,531.24,532.38,521.08,524.22,1566987,-7.02,0,-7.02,,,,,,,
5-May-15,538.21,539.74,530.39,530.8,1383068,-7.41,0,-7.41,,,,,,,
4-May-15,538.53,544.07,535.06,540.78,1307960,2.25,2.25,0,,,,,,,
1-May-15,538.43,539.54,532.1,537.9,1768181,-0.53,0,-0.53,,,,,,,
30-Apr-15,547.87,548.59,535.05,537.34,2082214,-10.53,0,-10.53,,,,,,,
